folder,value,photo_name,photo_name_length
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6154.JPG,IMG_6154.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6155.JPG,IMG_6155.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6156.JPG,IMG_6156.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6157.JPG,IMG_6157.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6158.JPG,IMG_6158.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6159.JPG,IMG_6159.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6160.JPG,IMG_6160.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00027.JPG,TC_00027.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00033.JPG,TC_00033.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00036.JPG,TC_00036.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00038.JPG,TC_00038.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00039.JPG,TC_00039.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00040.JPG,TC_00040.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00041.JPG,TC_00041.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00042.JPG,TC_00042.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00043.JPG,TC_00043.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00093.JPG,TC_00093.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/TC_00094.JPG,TC_00094.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_164452_us_gravel.JPG,20240905_164452_us_gravel.JPG,29
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_164712_us_pool.JPG,20240905_164712_us_pool.JPG,27
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_164722_us_typical_1.JPG,20240905_164722_us_typical_1.JPG,32
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_164725_us_typical_2.JPG,20240905_164725_us_typical_2.JPG,32
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_173714_ds_gravel.JPG,20240905_173714_ds_gravel.JPG,29
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_173720_ds_pool.JPG,20240905_173720_ds_pool.JPG,27
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_173723_ds_typical_1.JPG,20240905_173723_ds_typical_1.JPG,32
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_173730_ds_typical_2.JPG,20240905_173730_ds_typical_2.JPG,32
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_180131_barrel.JPG,20240905_180131_barrel.JPG,26
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_180138_outlet.JPG,20240905_180138_outlet.JPG,26
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_180150_downstream.JPG,20240905_180150_downstream.JPG,30
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_180221_condition.JPG,20240905_180221_condition.JPG,29
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_180336_embankment_fill.JPG,20240905_180336_embankment_fill.JPG,35
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_181125_upstream.JPG,20240905_181125_upstream.JPG,28
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_181126_inlet.JPG,20240905_181126_inlet.JPG,25
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_182033_road.JPG,20240905_182033_road.JPG,24
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_182120_paper_card.JPG,20240905_182120_paper_card.JPG,30
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/20240905_182130_inleterosion.JPG,20240905_182130_inleterosion.JPG,32
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5904.JPG,IMG_5904.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5905.JPG,IMG_5905.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5906.JPG,IMG_5906.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5908.JPG,IMG_5908.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5910.JPG,IMG_5910.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5911.JPG,IMG_5911.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5912.JPG,IMG_5912.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5913.JPG,IMG_5913.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5914.JPG,IMG_5914.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5915.JPG,IMG_5915.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/IMG_5916.JPG,IMG_5916.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/TC_00044.JPG,TC_00044.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/TC_00047.JPG,TC_00047.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/TC_00048.JPG,TC_00048.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/TC_00049.JPG,TC_00049.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/TC_00052.JPG,TC_00052.JPG,12
198669,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198669/TC_00053.JPG,TC_00053.JPG,12
